fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance_km,pickup_hour,pickup_dayofweek,pickup_month,pickup_day,peak_hour,pickup_day_name
8.9,2010-08-03 21:35:00+00:00,-73.9638,40.802942,-73.958178,40.778948,3,2.709665527,21,1,8,3,0,Tuesday
33.33,2014-03-13 18:41:00+00:00,-73.862693,40.76917,-73.965496,40.792103,1,9.023671582,18,3,3,13,1,Thursday
13.5,2012-12-17 16:50:00+00:00,-73.996128,40.724192,-73.97693,40.756622,5,3.952171898,16,0,12,17,1,Monday
3.7,2009-09-18 15:59:00+00:00,-73.950427,40.779742,-73.95574,40.779722,1,0.447358568,15,4,9,18,0,Friday
12.2,2009-03-08 03:39:34+00:00,-73.98733,40.764451,-73.956064,40.746042,1,3.335533831,3,6,3,8,0,Sunday
19.5,2013-01-31 20:10:00+00:00,-74.005692,40.713818,-73.982055,40.780573,1,7.685252434,20,3,1,31,0,Thursday
11,2013-09-12 06:38:15+00:00,-73.975603,40.787162,-73.979949,40.755512,1,3.538297507,6,3,9,12,0,Thursday
8.9,2010-08-29 10:12:00+00:00,-73.956642,40.77404,-73.971524,40.7964,2,2.784183884,10,6,8,29,0,Sunday
11.7,2010-07-21 18:27:07+00:00,-74.003822,40.707918,-74.008017,40.745364,1,4.178784048,18,2,7,21,1,Wednesday
11.5,2013-06-24 21:41:40+00:00,-73.982843,40.750676,-73.978014,40.783781,3,3.70350409,21,0,6,24,0,Monday
5,2013-04-15 01:53:30+00:00,-73.978798,40.777595,-73.988791,40.774143,1,0.924870855,1,0,4,15,0,Monday
12,2014-04-08 13:33:07+00:00,-74.000976,40.722296,-73.986671,40.743266,1,2.624863517,13,1,4,8,0,Tuesday
4.1,2011-08-14 13:56:53+00:00,-73.98135,40.780081,-73.980698,40.787642,1,0.842535059,13,6,8,14,0,Sunday
10,2013-09-07 09:50:00+00:00,-74.006692,40.743852,-73.99757,40.72459,4,2.275566679,9,5,9,7,1,Saturday
5,2013-02-07 19:19:00+00:00,-73.990416,40.757451,-73.999658,40.761458,1,0.896909122,19,3,2,7,1,Thursday
7.5,2013-10-13 01:03:00+00:00,-73.975667,40.748162,-73.981577,40.732567,1,1.804153481,1,6,10,13,0,Sunday
10,2015-06-19 18:21:42+00:00,-73.95431519,40.76582336,-73.98157501,40.77117538,2,2.371541291,18,4,6,19,1,Friday
6.1,2010-05-11 09:48:00+00:00,-73.976288,40.763923,-73.974632,40.753377,1,1.180927531,9,1,5,11,1,Tuesday
18.2,2009-01-31 21:58:39+00:00,-73.989943,40.749939,-73.943947,40.722391,2,4.93981956,21,5,1,31,0,Saturday
8.5,2013-01-22 20:54:51+00:00,-73.992774,40.733874,-73.988895,40.71903,1,1.682632366,20,1,1,22,0,Tuesday
6,2013-04-27 10:46:00+00:00,-73.982892,40.761327,-73.978857,40.773335,6,1.377790238,10,5,4,27,0,Saturday
9.7,2011-05-08 13:35:32+00:00,-73.926423,40.765951,-73.962539,40.760679,2,3.09768319,13,6,5,8,0,Sunday
5.3,2011-04-01 11:45:30+00:00,-73.967992,40.7628,-73.977749,40.747306,1,1.908834805,11,4,4,1,0,Friday
10.5,2011-12-06 09:09:46+00:00,-73.985489,40.741455,-73.978132,40.760678,1,2.22552578,9,1,12,6,1,Tuesday
6.1,2011-12-03 19:50:00+00:00,-73.965918,40.758393,-73.971427,40.76118,1,0.557969476,19,5,12,3,1,Saturday
4.5,2013-05-12 22:18:00+00:00,-73.976935,40.747327,-73.973185,40.752442,1,0.650597591,22,6,5,12,0,Sunday
7.5,2013-03-18 20:26:00+00:00,-73.986165,40.757355,-73.990103,40.73934,2,2.030459222,20,0,3,18,0,Monday
6.5,2013-05-11 13:16:00+00:00,-73.968682,40.764882,-73.964332,40.754807,2,1.178677348,13,5,5,11,0,Saturday
8.5,2013-01-27 18:32:00+00:00,-73.979378,40.776252,-73.965605,40.763482,2,1.83345227,18,6,1,27,1,Sunday
9,2014-11-14 22:24:00+00:00,-73.960202,40.766447,-73.975622,40.74562,3,2.65520855,22,4,11,14,0,Friday
5.5,2013-10-30 18:01:00+00:00,-73.970482,40.755942,-73.961712,40.768332,1,1.563215045,18,2,10,30,1,Wednesday
6,2015-06-03 19:56:56+00:00,-73.98906708,40.73430252,-73.99297333,40.74259567,1,0.979124846,19,2,6,3,1,Wednesday
4.9,2009-01-03 10:09:15+00:00,-73.991146,40.735894,-73.990724,40.745812,1,1.103404213,10,5,1,3,0,Saturday
10.9,2011-07-15 21:15:00+00:00,-74.005092,40.718978,-73.975472,40.749103,2,4.177244802,21,4,7,15,0,Friday
12,2013-12-05 15:53:00+00:00,-73.989937,40.71925,-73.973667,40.751802,1,3.87050805,15,3,12,5,0,Thursday
8,2012-09-08 19:58:00+00:00,-73.98132,40.781,-73.967727,40.802242,1,2.624600657,19,5,9,8,1,Saturday
6,2013-09-09 13:49:24+00:00,-73.9618,40.771078,-73.961214,40.779534,1,0.941558184,13,0,9,9,0,Monday
7.5,2012-12-01 13:59:00+00:00,-73.985292,40.755887,-73.997797,40.756648,1,1.056682793,13,5,12,1,0,Saturday
5.5,2015-05-25 22:15:04+00:00,-73.99292755,40.74265671,-73.97864532,40.73934174,2,1.258454236,22,0,5,25,0,Monday
8.9,2011-04-18 22:56:30+00:00,-73.977501,40.684267,-73.982009,40.662064,2,2.497961505,22,0,4,18,0,Monday
6.9,2012-05-16 16:23:00+00:00,-73.986637,40.746197,-73.99014,40.729242,1,1.908271518,16,2,5,16,1,Wednesday
9.5,2013-07-20 17:30:00+00:00,-74.005332,40.740132,-74.003462,40.724087,1,1.791066882,17,5,7,20,1,Saturday
14.5,2010-03-22 08:43:00+00:00,-73.98253,40.772637,-73.993803,40.728168,1,5.035084044,8,0,3,22,1,Monday
13.3,2010-07-13 22:05:00+00:00,-73.987998,40.770638,-73.982683,40.727283,5,4.841602416,22,1,7,13,0,Tuesday
6.1,2009-12-16 06:50:00+00:00,-73.990607,40.718585,-74.004045,40.72962,1,1.669730082,6,2,12,16,0,Wednesday
13.5,2013-12-17 10:41:00+00:00,-73.97867,40.773182,-73.98402,40.774685,3,0.480508401,10,1,12,17,0,Tuesday
9.3,2009-04-24 21:28:21+00:00,-73.967621,40.756417,-73.986091,40.726678,1,3.654644597,21,4,4,24,0,Friday
11.8,2009-03-12 21:40:27+00:00,-73.976506,40.749423,-73.960969,40.779355,1,3.576268637,21,3,3,12,0,Thursday
7,2015-04-25 00:11:07+00:00,-73.97866821,40.76237869,-73.96137238,40.76496124,1,1.484692822,0,5,4,25,0,Saturday
18.5,2012-11-14 13:01:00+00:00,-73.995717,40.738983,-74.01413,40.702642,1,4.32863282,13,2,11,14,0,Wednesday
14.7,2009-02-20 16:29:57+00:00,-74.003747,40.748124,-73.952346,40.77818,1,5.468999477,16,4,2,20,1,Friday
3.5,2014-05-08 17:16:00+00:00,-74.002227,40.740092,-73.999852,40.74349,1,0.427549691,17,3,5,8,1,Thursday
14,2015-03-14 11:29:36+00:00,-73.9899826,40.73326111,-73.96473694,40.7727623,1,4.880032787,11,5,3,14,0,Saturday
4.5,2009-02-28 09:39:35+00:00,-73.993223,40.761146,-73.991478,40.770059,1,1.001916906,9,5,2,28,1,Saturday
10.5,2012-08-10 08:35:00+00:00,-73.991117,40.749787,-73.978422,40.763903,1,1.899236137,8,4,8,10,1,Friday
11.5,2013-10-11 04:38:18+00:00,-73.954406,40.770998,-73.985899,40.747382,1,3.732510706,4,4,10,11,0,Friday
6,2012-11-07 09:17:00+00:00,-73.99076,40.75596,-73.979938,40.758682,1,0.960454671,9,2,11,7,1,Wednesday
11,2015-06-07 10:05:10+00:00,-73.96166229,40.77413177,-73.97820282,40.74251175,2,3.781936676,10,6,6,7,0,Sunday
5,2015-02-08 14:07:20+00:00,-73.98542023,40.77857208,-73.97840881,40.78330612,2,0.790954621,14,6,2,8,0,Sunday
8.1,2012-07-17 02:08:00+00:00,-73.954567,40.764212,-73.938222,40.78801,1,2.982736696,2,1,7,17,0,Tuesday
10.1,2009-03-18 22:33:00+00:00,-73.985487,40.72771,-73.98669,40.756463,5,3.198793695,22,2,3,18,0,Wednesday
10,2014-04-04 21:04:00+00:00,-73.988447,40.74855,-73.966837,40.759817,5,2.209733122,21,4,4,4,0,Friday
8,2012-11-04 12:29:00+00:00,-73.961643,40.797702,-73.947502,40.783758,1,1.954808824,12,6,11,4,0,Sunday
11.3,2009-10-10 18:46:40+00:00,-73.99942,40.761395,-73.977283,40.750956,4,2.19637601,18,5,10,10,1,Saturday
5.7,2012-03-14 18:06:39+00:00,-73.968402,40.786723,-73.970873,40.798301,1,1.304112065,18,2,3,14,1,Wednesday
4.9,2009-01-15 14:02:13+00:00,-73.978207,40.745857,-73.971522,40.759084,1,1.574886761,14,3,1,15,0,Thursday
8,2015-04-19 16:13:37+00:00,-73.98751831,40.7217598,-74.00450897,40.71282959,1,1.74256264,16,6,4,19,1,Sunday
16.9,2011-10-17 21:15:00+00:00,-74.005998,40.740053,-73.96903,40.678702,1,7.499865158,21,0,10,17,0,Monday
16.5,2014-05-18 13:57:35+00:00,-73.985201,40.761822,-73.996959,40.718173,3,4.953608193,13,6,5,18,0,Sunday
9.5,2014-11-15 19:58:52+00:00,-73.977977,40.788854,-73.983045,40.767775,1,2.382407322,19,5,11,15,1,Saturday
13.5,2013-01-16 22:49:41+00:00,-73.989936,40.760705,-73.99761,40.739429,2,2.452511211,22,2,1,16,0,Wednesday
5,2014-03-05 07:44:17+00:00,-73.977691,40.753276,-73.978178,40.759684,1,0.71371683,7,2,3,5,1,Wednesday
8.9,2009-04-26 02:15:28+00:00,-73.988787,40.745926,-73.992762,40.720289,1,2.870312247,2,6,4,26,0,Sunday
8.5,2014-11-22 18:49:00+00:00,-73.958013,40.729857,-73.947813,40.75215,3,2.623594866,18,5,11,22,1,Saturday
11.5,2012-11-29 22:56:59+00:00,-73.98531,40.760651,-73.960412,40.76271,1,2.109435412,22,3,11,29,0,Thursday
12.9,2011-11-25 09:34:12+00:00,-73.927793,40.808685,-73.979129,40.771491,1,5.981862704,9,4,11,25,1,Friday
11.3,2011-07-06 07:02:04+00:00,-74.0164,40.7166,-73.9775,40.7554,1,5.418107745,7,2,7,6,1,Wednesday
8.9,2009-02-25 10:15:44+00:00,-73.993432,40.76222,-74.004776,40.729599,1,3.751065574,10,2,2,25,0,Wednesday
10.5,2015-01-18 02:05:05+00:00,-73.98828888,40.7230072,-73.99175262,40.7492981,3,2.937944599,2,6,1,18,0,Sunday
18.1,2010-04-19 20:00:00+00:00,-73.96856,40.75491,-73.949217,40.822592,2,7.700062116,20,0,4,19,0,Monday
10.5,2014-09-23 11:24:39+00:00,-73.975608,40.760969,-73.967462,40.759989,2,0.694689559,11,1,9,23,0,Tuesday
8.1,2011-05-03 12:45:00+00:00,-73.996045,40.759168,-73.990398,40.748847,1,1.242310894,12,1,5,3,0,Tuesday
7.7,2012-07-06 23:02:33+00:00,-73.983133,40.760989,-73.986898,40.747629,2,1.519037364,23,4,7,6,0,Friday
12,2014-09-13 22:28:17+00:00,-73.950849,40.771075,-73.979506,40.73637,1,4.551783468,22,5,9,13,0,Saturday
4.9,2009-02-25 16:55:00+00:00,-73.968555,40.749935,-73.966265,40.761148,1,1.261660587,16,2,2,25,1,Wednesday
11.3,2011-12-01 21:01:00+00:00,-74.005458,40.740892,-74.014368,40.703695,4,4.203721184,21,3,12,1,0,Thursday
8.1,2009-12-18 12:56:00+00:00,-73.954903,40.780318,-73.963495,40.768623,1,1.488139195,12,4,12,18,0,Friday
5,2015-05-02 23:40:03+00:00,-73.95550537,40.71996689,-73.94927979,40.71335983,1,0.902796248,23,5,5,2,0,Saturday
6.9,2011-12-17 21:25:00+00:00,-73.997482,40.714127,-73.992165,40.72707,2,1.507338026,21,5,12,17,0,Saturday
36.04,2015-06-19 06:55:40+00:00,-73.92063141,40.74363327,-74.0160675,40.71082687,6,8.830718704,6,4,6,19,0,Friday
17,2015-04-14 17:25:47+00:00,-74.01580048,40.71130753,-73.98764801,40.74508286,1,4.442130593,17,1,4,14,1,Tuesday
12.9,2011-05-30 00:52:10+00:00,-73.970643,40.751671,-73.966924,40.798716,1,5.240530496,0,0,5,30,0,Monday
6.9,2011-07-13 05:45:00+00:00,-73.96718,40.756512,-73.988502,40.736393,1,2.868990631,5,2,7,13,0,Wednesday
5.3,2009-05-09 21:22:32+00:00,-74.001998,40.719324,-74.012624,40.716244,1,0.958793314,21,5,5,9,0,Saturday
7,2014-09-27 07:37:49+00:00,-73.991344,40.750043,-73.989344,40.734179,1,1.772025249,7,5,9,27,1,Saturday
11.3,2011-06-03 20:47:00+00:00,-73.994238,40.694957,-73.947795,40.714702,5,4.488518724,20,4,6,3,0,Friday
8.9,2010-07-25 23:41:00+00:00,-73.962918,40.76637,-73.991122,40.755735,5,2.65351476,23,6,7,25,0,Sunday
8.1,2009-12-12 23:41:32+00:00,-73.958922,40.780991,-73.984821,40.779611,1,2.186061777,23,5,12,12,0,Saturday
14.1,2012-05-17 22:17:29+00:00,-73.958649,40.710185,-73.956513,40.746672,2,4.061159787,22,3,5,17,0,Thursday
14.5,2009-12-29 18:38:00+00:00,-73.97315,40.764062,-73.997787,40.722418,1,5.074490098,18,1,12,29,1,Tuesday
9,2013-12-17 16:33:00+00:00,-73.978145,40.75536,-73.987677,40.754712,2,0.806116645,16,1,12,17,1,Tuesday
7.7,2009-09-29 12:26:11+00:00,-73.976403,40.764071,-73.989354,40.776482,1,1.75896994,12,1,9,29,0,Tuesday
10.1,2012-01-15 21:31:00+00:00,-74.004497,40.742182,-73.972287,40.75566,1,3.099712502,21,6,1,15,0,Sunday
13.3,2012-04-17 23:36:00+00:00,-73.987547,40.700617,-73.973677,40.656067,2,5.089942638,23,1,4,17,0,Tuesday
8.5,2010-05-15 17:25:00+00:00,-73.991343,40.749605,-73.987205,40.768593,1,2.139941813,17,5,5,15,1,Saturday
23.5,2015-06-14 21:11:56+00:00,-73.87460327,40.77415848,-73.96388245,40.70949936,1,10.4051284,21,6,6,14,0,Sunday
4.5,2012-06-06 08:19:00+00:00,-73.980453,40.764548,-73.988912,40.753005,1,1.468007096,8,2,6,6,1,Wednesday
11,2012-09-19 07:21:00+00:00,-73.977872,40.72969,-74.00634,40.721507,1,2.565714691,7,2,9,19,1,Wednesday
18.5,2014-01-03 17:48:00+00:00,-73.97235,40.749652,-73.976225,40.794497,2,4.997201745,17,4,1,3,1,Friday
5,2014-10-20 08:14:00+00:00,-73.963182,40.7576,-73.955203,40.768947,1,1.429523739,8,0,10,20,1,Monday
10.5,2013-01-01 14:10:00+00:00,-74.003392,40.743617,-73.99509,40.768787,4,2.884810605,14,1,1,1,0,Tuesday
16.5,2014-03-28 12:40:00+00:00,-73.996277,40.763487,-73.982023,40.746195,6,2.266850443,12,4,3,28,0,Friday
9.5,2013-04-11 16:33:00+00:00,-73.99125,40.749782,-73.967847,40.760805,6,2.321243883,16,3,4,11,1,Thursday
5.3,2010-06-20 04:24:00+00:00,-73.996448,40.746965,-73.994552,40.73372,1,1.481414023,4,6,6,20,0,Sunday
8.5,2012-04-14 20:27:00+00:00,-73.971347,40.754337,-73.945762,40.782802,1,3.828917697,20,5,4,14,0,Saturday
25,2012-10-24 12:54:00+00:00,-73.998973,40.721742,-73.970017,40.794225,1,8.420664781,12,2,10,24,0,Wednesday
6.9,2010-10-10 12:53:00+00:00,-73.964248,40.791555,-73.942752,40.785912,2,1.915405532,12,6,10,10,0,Sunday
28.1,2012-08-23 19:52:00+00:00,-73.79439,40.65722,-73.79439,40.65722,2,0,19,3,8,23,1,Thursday
23,2013-01-29 08:11:00+00:00,-73.94505,40.783238,-74.004492,40.70551,1,9.988864374,8,1,1,29,1,Tuesday
30.5,2010-11-21 00:29:49+00:00,-73.949557,40.776963,-73.939064,40.844172,1,7.525295392,0,6,11,21,0,Sunday
5.7,2009-02-28 15:14:05+00:00,-74.00305,40.73425,-74.006517,40.743894,1,1.111434253,15,5,2,28,0,Saturday
4,2013-11-09 04:19:00+00:00,-73.958177,40.721662,-73.961413,40.715707,1,0.716128484,4,5,11,9,0,Saturday
7.5,2013-01-31 21:07:06+00:00,-73.998603,40.734933,-74.008417,40.721147,1,1.74177439,21,3,1,31,0,Thursday
5.3,2012-03-21 01:26:00+00:00,-73.985022,40.760662,-73.970553,40.756095,1,1.320250876,1,2,3,21,0,Wednesday
4.1,2012-07-25 16:32:00+00:00,-73.944918,40.787265,-73.951982,40.778877,1,1.106196479,16,2,7,25,1,Wednesday
9.7,2012-03-18 20:23:00+00:00,-73.979212,40.75616,-74.006815,40.73026,1,3.701592037,20,6,3,18,0,Sunday
3.7,2011-12-09 09:55:59+00:00,-74.003605,40.731999,-74.006241,40.723118,1,1.012195312,9,4,12,9,1,Friday
6.1,2012-05-13 10:28:12+00:00,-73.981157,40.74155,-73.992265,40.749299,1,1.272050067,10,6,5,13,0,Sunday
5.7,2011-01-08 17:08:00+00:00,-73.994207,40.745403,-74.000783,40.757742,1,1.479634558,17,5,1,8,1,Saturday
8.1,2009-08-05 08:14:00+00:00,-73.989545,40.709918,-73.986895,40.733942,1,2.680665521,8,2,8,5,1,Wednesday
4,2015-02-03 17:53:53+00:00,-73.9855957,40.73156738,-73.98915863,40.72647858,1,0.640563363,17,1,2,3,1,Tuesday
10,2014-11-25 09:49:00+00:00,-73.96236,40.76958,-73.98161,40.76024,2,1.92533553,9,1,11,25,1,Tuesday
4.5,2009-12-24 23:02:00+00:00,-74.000578,40.737357,-73.99279,40.73147,5,0.926875559,23,3,12,24,0,Thursday
9.3,2009-02-13 20:36:00+00:00,-73.991478,40.750475,-73.987517,40.729268,1,2.381607093,20,4,2,13,0,Friday
4.1,2010-04-11 10:09:00+00:00,-73.977065,40.779992,-73.98458,40.769788,1,1.299167697,10,6,4,11,0,Sunday
5.3,2009-07-19 22:12:35+00:00,-74.004024,40.74282,-73.989202,40.733967,1,1.590132987,22,6,7,19,0,Sunday
13,2013-02-26 16:11:00+00:00,-73.980092,40.745868,-73.977052,40.77675,3,3.443453776,16,1,2,26,1,Tuesday
11.3,2012-04-10 09:20:23+00:00,-73.996557,40.725303,-73.979602,40.756814,1,3.783845922,9,1,4,10,1,Tuesday
10,2013-08-19 18:46:43+00:00,-74.003225,40.727744,-73.980113,40.743018,1,2.583911242,18,0,8,19,1,Monday
6.1,2012-07-05 16:51:00+00:00,-73.988085,40.759665,-73.986208,40.769103,1,1.061296653,16,3,7,5,1,Thursday
6.1,2010-09-09 22:19:00+00:00,-73.98533,40.731475,-73.969277,40.75717,2,3.161052595,22,3,9,9,0,Thursday
7.3,2011-01-09 16:42:00+00:00,-73.970352,40.755757,-73.992247,40.749162,1,1.984754484,16,6,1,9,1,Sunday
18.9,2009-08-14 06:23:00+00:00,-73.92269,40.827018,-73.976712,40.754362,4,9.271092342,6,4,8,14,0,Friday
11.3,2012-06-11 15:15:41+00:00,-73.990737,40.742152,-73.980964,40.776446,1,3.901147845,15,0,6,11,0,Monday
9,2014-02-06 22:51:00+00:00,-74.00521,40.718955,-74.004837,40.742572,1,2.626278654,22,3,2,6,0,Thursday
10,2014-10-28 09:25:17+00:00,-73.968072,40.800781,-73.957012,40.783479,1,2.137351396,9,1,10,28,1,Tuesday
7,2014-04-15 16:03:00+00:00,-73.98908,40.762962,-73.995477,40.754335,6,1.100235021,16,1,4,15,1,Tuesday
24.5,2009-10-27 14:00:00+00:00,-73.982997,40.766677,-73.87045,40.773657,2,9.509514283,14,1,10,27,0,Tuesday
4.5,2011-02-10 16:29:16+00:00,-73.962536,40.770082,-73.965708,40.765739,1,0.551877892,16,3,2,10,1,Thursday
10.1,2012-05-17 15:01:56+00:00,-73.990714,40.736579,-73.985689,40.723156,1,1.551466738,15,3,5,17,0,Thursday
11.5,2014-12-28 16:22:49+00:00,-73.954611,40.769758,-73.973199,40.748516,1,2.833747727,16,6,12,28,1,Sunday
11,2015-03-17 07:08:53+00:00,-73.99209595,40.72945404,-73.96971893,40.76197433,1,4.0779567,7,1,3,17,1,Tuesday
5.7,2009-04-13 19:33:30+00:00,-73.981587,40.779815,-73.975475,40.765303,1,1.693753492,19,0,4,13,1,Monday
6.5,2009-05-28 20:29:51+00:00,-73.972008,40.782089,-73.952316,40.781211,1,1.66088461,20,3,5,28,0,Thursday
8.5,2014-03-13 21:03:00+00:00,-73.977923,40.741972,-74.002885,40.749527,2,2.264461102,21,3,3,13,0,Thursday
21.7,2010-02-13 21:17:00+00:00,-73.997792,40.674713,-73.985063,40.742285,1,7.589882177,21,5,2,13,0,Saturday
13.5,2013-08-01 12:56:06+00:00,-73.993938,40.751111,-73.984863,40.780798,1,3.388362421,12,3,8,1,0,Thursday
6,2014-05-01 14:40:44+00:00,-74.001732,40.741181,-73.989846,40.741869,1,1.004291155,14,3,5,1,0,Thursday
36.83,2013-06-26 05:34:34+00:00,-73.980764,40.784918,-73.864855,40.7703,1,9.894244081,5,2,6,26,0,Wednesday
8.9,2009-10-23 13:44:00+00:00,-74.005572,40.719865,-73.985775,40.724022,1,1.731201334,13,4,10,23,0,Friday
8.9,2009-10-10 23:19:03+00:00,-73.988896,40.730694,-73.992065,40.749106,1,2.06465645,23,5,10,10,0,Saturday
11.5,2014-02-27 10:58:00+00:00,-73.986957,40.7429,-73.970027,40.760892,1,2.456874632,10,3,2,27,0,Thursday
4.9,2011-04-09 18:09:40+00:00,-73.982934,40.776772,-73.974034,40.789156,1,1.567719805,18,5,4,9,1,Saturday
50.5,2010-03-30 16:33:00+00:00,-73.781823,40.644733,-73.97953,40.763067,1,21.23410346,16,1,3,30,1,Tuesday
7.3,2012-03-21 07:08:46+00:00,-73.984353,40.767299,-73.959722,40.779728,1,2.492388629,7,2,3,21,1,Wednesday
7,2015-05-14 09:00:45+00:00,-73.98021698,40.74170685,-73.99351501,40.72732925,1,1.952256351,9,3,5,14,1,Thursday
13,2014-06-10 06:53:00+00:00,-73.952635,40.77242,-73.984645,40.732112,1,5.230584382,6,1,6,10,0,Tuesday
56.8,2012-11-28 18:58:35+00:00,-73.789933,40.643606,-73.971319,40.782723,1,21.74888376,18,2,11,28,1,Wednesday
19,2015-04-01 14:36:01+00:00,-73.97297668,40.75008011,-74.00776672,40.70332336,1,5.968696198,14,2,4,1,0,Wednesday
6.9,2012-01-20 00:22:00+00:00,-73.984857,40.761095,-74.004942,40.741572,1,2.752283427,0,4,1,20,0,Friday
8.9,2012-01-31 23:27:00+00:00,-73.989763,40.73766,-73.956622,40.766875,3,4.283253364,23,1,1,31,0,Tuesday
12,2013-03-12 00:52:07+00:00,-73.984006,40.731934,-73.955566,40.772588,1,5.116065755,0,1,3,12,0,Tuesday
7.3,2012-08-14 17:30:01+00:00,-74.003519,40.722199,-74.004166,40.708071,2,1.571908045,17,1,8,14,1,Tuesday
4.5,2010-07-15 11:52:57+00:00,-73.984664,40.768409,-73.985086,40.758494,1,1.103070412,11,3,7,15,0,Thursday
8,2012-10-25 21:26:17+00:00,-73.96936,40.753714,-73.989374,40.758347,1,1.762733761,21,3,10,25,0,Thursday
8.9,2010-04-23 07:13:00+00:00,-73.946238,40.781587,-73.963828,40.798148,5,2.363054482,7,4,4,23,1,Friday
10,2014-09-13 18:34:07+00:00,-74.00692,40.729483,-73.984072,40.721471,3,2.121490836,18,5,9,13,1,Saturday
5.5,2015-04-19 19:46:20+00:00,-73.97735596,40.77262878,-73.97006989,40.76555634,2,0.997467597,19,6,4,19,1,Sunday
6.5,2009-11-05 16:22:00+00:00,-73.973467,40.754638,-73.984347,40.750887,1,1.006912771,16,3,11,5,1,Thursday
8.1,2011-03-19 16:33:08+00:00,-74.002807,40.760532,-73.985249,40.748021,1,2.030419464,16,5,3,19,1,Saturday
4.5,2009-08-09 00:13:00+00:00,-73.98184,40.74205,-73.992238,40.748257,1,1.115200049,0,6,8,9,0,Sunday
5.7,2009-06-24 11:52:14+00:00,-73.962711,40.763421,-73.970587,40.751933,1,1.439388247,11,2,6,24,0,Wednesday
11.5,2012-11-20 20:21:33+00:00,-73.996039,40.724275,-73.991128,40.750326,1,2.926141082,20,1,11,20,0,Tuesday
4.5,2010-12-18 20:10:04+00:00,-74.000351,40.734733,-73.997537,40.744009,1,1.058340603,20,5,12,18,0,Saturday
8.5,2010-05-25 19:06:00+00:00,-73.990317,40.746475,-73.98523,40.765665,2,2.176424883,19,1,5,25,1,Tuesday
5,2015-04-29 21:48:36+00:00,-73.99291992,40.76819229,-73.99768829,40.76083755,1,0.911089808,21,2,4,29,0,Wednesday
28.5,2009-01-05 15:56:00+00:00,-73.862749,40.769127,-74.00196,40.73614,1,12.28659176,15,0,1,5,0,Monday
5.7,2009-01-23 13:45:00+00:00,-73.981227,40.75315,-73.998068,40.754548,1,1.427051618,13,4,1,23,0,Friday
4.5,2013-06-01 21:22:00+00:00,-73.954333,40.774377,-73.962705,40.768042,2,0.996617765,21,5,6,1,0,Saturday
10.1,2011-07-12 11:52:00+00:00,-73.973882,40.760535,-73.946608,40.790692,5,4.064363665,11,1,7,12,0,Tuesday
8.1,2009-10-09 07:14:00+00:00,-73.987498,40.766985,-73.990857,40.749942,5,1.916097022,7,4,10,9,1,Friday
16,2012-12-19 14:10:00+00:00,-73.986425,40.761913,-73.952712,40.772512,5,3.074055831,14,2,12,19,0,Wednesday
11,2014-06-25 17:07:00+00:00,-73.97186,40.75689,-73.99251,40.74936,1,1.930453372,17,2,6,25,1,Wednesday
12.9,2009-06-05 16:18:28+00:00,-73.982131,40.774577,-73.941126,40.807816,1,5.057357887,16,4,6,5,1,Friday
6.1,2011-04-20 08:45:00+00:00,-73.976182,40.764498,-73.97645,40.756748,5,0.862056244,8,2,4,20,1,Wednesday
6,2015-06-07 23:36:26+00:00,-74.00817871,40.72592926,-73.99545288,40.73918915,1,1.823106441,23,6,6,7,0,Sunday
7.3,2011-09-14 21:24:00+00:00,-73.976945,40.759057,-74.000322,40.747967,1,2.323374763,21,2,9,14,0,Wednesday
7,2013-08-26 23:24:00+00:00,-73.945245,40.808572,-73.962358,40.801535,1,1.639179757,23,0,8,26,0,Monday
6.5,2009-03-22 20:16:00+00:00,-73.981367,40.73726,-74.002013,40.736435,1,1.741926197,20,6,3,22,0,Sunday
9.3,2011-12-23 00:34:37+00:00,-73.960968,40.761172,-73.972842,40.789321,1,3.285844229,0,4,12,23,0,Friday
8.1,2012-08-19 02:19:00+00:00,-73.961763,40.759535,-73.982788,40.77601,1,2.547759281,2,6,8,19,0,Sunday
6.1,2009-04-24 21:13:46+00:00,-73.998079,40.745841,-73.98805,40.755931,1,1.404451258,21,4,4,24,0,Friday
10.9,2010-12-28 13:17:00+00:00,-73.989642,40.74107,-73.962295,40.756577,2,2.877525516,13,1,12,28,0,Tuesday
4.9,2012-02-03 17:34:00+00:00,-73.977763,40.76427,-73.970065,40.75938,2,0.846171764,17,4,2,3,1,Friday
29.33,2014-07-07 01:01:00+00:00,-73.876327,40.768715,-73.961292,40.813222,1,8.697983739,1,0,7,7,0,Monday
11,2014-08-09 19:15:00+00:00,-73.978565,40.750497,-73.985275,40.766982,1,1.918194589,19,5,8,9,1,Saturday
16.1,2012-05-14 19:51:00+00:00,-73.991342,40.691792,-73.989152,40.716857,1,2.793207948,19,0,5,14,1,Monday
4.1,2011-09-27 22:35:07+00:00,-73.981897,40.758399,-73.975558,40.757772,2,0.538448594,22,1,9,27,0,Tuesday
16.9,2010-05-25 08:42:51+00:00,-73.950197,40.792623,-73.977145,40.736658,1,6.623955738,8,1,5,25,1,Tuesday
38.83,2013-06-25 21:49:00+00:00,-73.86347,40.77003,-73.97686,40.7641,1,9.571963079,21,1,6,25,0,Tuesday
